,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,baseline_result,correct/incorrect,predicted_letter,gold_letter,CoT_result,reasoning,predicted_letter_CoT,correct/incorrect_CoT
2503,,"Which type of sentence is this?
As Harry sat down on the rickety old chair, it abruptly collapsed beneath him.","['simple', 'complex', 'compound-complex', 'compound']",1,,closed choice,grade8,language science,grammar,Correct–Correct,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is complex. It is made up of an independent clause and a dependent clause. The dependent clause begins with the subordinating conjunction as.
As Harry sat down on the rickety old chair, it abruptly collapsed beneath him.",(B),1,B,B,Reasoning:The chair collapsed beneath Harry as he sat down on it. The final answer: (B).,The chair collapsed beneath Harry as he sat down on it.,B,1
7904,,"Complete the sentence.
 Paul Revere played an important role in ().","['the American Revolution', 'the Mayflower voyage', 'the Civil War', 'World War II']",0,,closed choice,grade3,social science,us-history,Correct–Correct,Paul Revere,,"Paul Revere played an important role in the American Revolution. The American Revolution took place between 1765 and 1783.
Americans fought the revolution to win freedom from Great Britain. Men and women who fought for freedom from British rule were called Patriots. Paul Revere was one of the most famous Patriots.",(A),1,A,A,Reasoning:Paul Revere played an important role in the Civil War. The final answer: (A).,Paul Revere played an important role in the Civil War.,A,1
769,,Select the animal.,"['Aloe vera has spiny leaves.', 'Hummingbirds walk and fly.', 'Mango trees have many leaves.', 'Giant water lilies can grow big flowers.']",1,,closed choice,grade3,natural science,biology,Correct–Correct,Identify plants and animals,"Plants and animals are living things. Living things are called organisms.
Plants come in many shapes and sizes. Most plants grow in the ground. They might grow leaves, flowers, and fruit. Plants cannot move around on their own like animals can.
Animals also come in many shapes and sizes. Most animals can move around. Animals might run, swim, jump, or fly. Animals eat plants or other organisms for food.","Aloe vera is a plant. It has spiny leaves.
Aloe vera leaves contain a watery liquid. People use this liquid in lotion and medicine.
A mango tree is a plant. It has many green leaves.
Mango trees can grow to over 100 feet tall!
A hummingbird is an animal. It walks and flies.
A hummingbird can fly backwards and upside-down!
A giant water lily is a plant. It can grow big flowers.
Giant water lilies grow in the Amazon river in South America.",B,1,B,B,Reasoning:Hummingbirds walk and fly. Hummingbirds have spiny leaves. The final answer: (B).,Hummingbirds walk and fly. Hummingbirds have spiny leaves.,B,1
12617,,"Which type of sentence is this?
An avid reader, Jared attends weekly book club meetings, and he finishes several novels every month.","['simple', 'compound-complex', 'complex', 'compound']",3,,closed choice,grade11,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
An avid reader, Jared attends weekly book club meetings, and he finishes several novels every month.",Jared is an avid,0,,D,Reasoning:Jared is an avid reader and attends weekly book club meetings. He finishes several novels every month. The final answer: (C).,Jared is an avid reader and attends weekly book club meetings. He finishes several novels every month.,C,0
6016,,"What do these two changes have in common?
burning food on a stove
an iceberg melting slowly","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",2,,closed choice,grade4,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Burning food on a stove is a chemical change. When the food burns, the type of matter in it changes. The food turns black and gives off smoke.
An iceberg melting is a change of state. So, it is a physical change. An iceberg is made of frozen water. As it melts, the water changes from a solid to a liquid. But a different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
An iceberg melting is a physical change. But burning food on a stove is not.
Both are chemical changes.
Burning food on a stove is a chemical change. But an iceberg melting is not.
Both are caused by heating.
Both changes are caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,C,Reasoning:Burning food on a stove causes an iceberg to melt slowly. The final answer: (A).,Burning food on a stove causes an iceberg to melt slowly.,A,0
9627,,Select the bird.,"['manta ray', 'emerald hummingbird', 'grass frog', 'green iguana']",1,,closed choice,grade5,natural science,biology,Flip-to-correct,"Identify mammals, birds, fish, reptiles, and amphibians","Birds have feathers, two wings, and a beak.","A green iguana is a reptile. It has scaly, waterproof skin.
Iguanas are a type of lizard. Iguanas eat plants and fruit.
An emerald hummingbird is a bird. It has feathers, two wings, and a beak.
Hummingbirds can fly backwards and upside-down!
A manta ray is a fish. It lives underwater. It has fins, not limbs.
Rays have a different shape than many other fish. Rays are large and flat. They have wide, triangle-shaped fins that help them swim long distances.
A grass frog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.",emerald,0,,B,Reasoning:Emerald hummingbird is a species of bird. Emerald hummingbird is a green iguana. The final answer: (B).,Emerald hummingbird is a species of bird. Emerald hummingbird is a green iguana.,B,1
12344,,"What do these two changes have in common?
filtering air to remove dust and pollen
pouring milk on oatmeal","['Both are caused by heating.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are chemical changes.']",2,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Filtering air to remove dust and pollen is a physical change. The air flows through the filter, and the pollen and dust stay behind. This separates the mixture of air, pollen, and dust. But separating a mixture does not form a different type of matter.
Pouring milk on oatmeal is a physical change. The oatmeal and milk form a creamy mixture. But making this mixture does not form a different type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,C,Reasoning:Filtering air to remove dust and pollen is the same as pouring milk on oatmeal. The final answer: (D).,Filtering air to remove dust and pollen is the same as pouring milk on oatmeal.,D,0
4117,,Select the vertebrate.,"['comet moth', 'orb weaver', 'carp', 'earthworm']",2,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade4,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","Like other spiders, an orb weaver is an invertebrate. It does not have a backbone. It has an exoskeleton.
A carp is a fish. Like other fish, a carp is a vertebrate. It has a backbone.
An earthworm is a worm. Like other worms, an earthworm is an invertebrate. It does not have a backbone. It has a soft body.
A comet moth is an insect. Like other insects, a comet moth is an invertebrate. It does not have a backbone. It has an exoskeleton.",(D),0,D,C,Reasoning:Vertebrates are a group of living organisms. Orb weaver is a vertebrate. The final answer: (B).,Vertebrates are a group of living organisms. Orb weaver is a vertebrate.,B,0
8735,,How long is a walk across Central Park in New York City?,"['2 millimeters', '2 meters', '2 kilometers', '2 centimeters']",2,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Correct–Correct,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a walk across Central Park in New York City is 2 kilometers.
2 millimeters, 2 centimeters, and 2 meters are all too short.",C,1,C,C,Reasoning:A walk across Central Park in New York City takes 2 minutes. The final answer: (C).,A walk across Central Park in New York City takes 2 minutes.,C,1
2676,,"Which type of sentence is this?
Julie is a competitive horseback rider, and she will be competing in the next World Equestrian Games, which are held every four years.","['compound-complex', 'complex', 'compound', 'simple']",0,,closed choice,grade10,language science,grammar,Flip-to-incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound-complex. It is made up of two independent clauses and a dependent clause. The dependent clause begins with the relative pronoun which.
Julie is a competitive horseback rider, and she will be competing in the next World Equestrian Games, which are held every four years.",(A),1,A,A,Reasoning:Equestrian Games are held every four years. The final answer: (B).,Equestrian Games are held every four years.,B,0
5246,,Select the living thing.,"['clownfish', 'beach ball', 'helicopter', 'bracelet']",0,,closed choice,grade4,natural science,biology,Flip-to-correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","A helicopter is not a living thing.
A helicopter does not have all the traits of a living thing. It needs energy to fly, but it does not eat food. Helicopters get energy from gasoline or other fuel. They do not grow.
A beach ball is not a living thing.
Beach balls do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A bracelet is not a living thing.
Bracelets do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A clownfish is a living thing.
Clownfishes grow and respond to their environment. They need food and water. Clownfishes are made up of many cells.",clownfish,0,,A,Reasoning:A clownfish is a living thing. The final answer: (A).,A clownfish is a living thing.,A,1
11146,,"What do these two changes have in common?
pouring milk on oatmeal
cracking open a peanut","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are chemical changes.']",0,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Pouring milk on oatmeal is a physical change. The oatmeal and milk form a creamy mixture. But making this mixture does not form a different type of matter.
Cracking open a peanut is a physical change. The peanut shell breaks and the peanut falls out. Both are still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,A,Reasoning:Pouring milk on oatmeal and cracking open a peanut are both chemical changes. The final answer: (D).,Pouring milk on oatmeal and cracking open a peanut are both chemical changes.,D,0
4004,,Select the description that doesn't belong.,"['adult', 'child', 'aunt', 'teen']",2,,closed choice,grade3,language science,vocabulary,Correct–Correct,Select the words that don't belong,,"Aunt doesn't belong.
Child, teen, and adult all describe stages of life.",C,1,C,C,Reasoning:Adults do not have children. Adults do not have children. The final answer: (C).,Adults do not have children. Adults do not have children.,C,1
9391,,Select the action that doesn't belong.,"['cut', 'shampoo', 'style', 'boil']",3,,closed choice,grade5,language science,vocabulary,Incorrect–Incorrect,Select the words that don't belong,,"Boil doesn't belong.
Shampoo, cut, and style all describe things you do to hair.",B,0,B,D,Reasoning:The action that doesn't belong is cut. The action that doesn't belong is style. The final answer: (B).,The action that doesn't belong is cut. The action that doesn't belong is style.,B,0
9135,,How long is a caterpillar?,"['24 millimeters', '24 kilometers', '24 meters', '24 centimeters']",0,Select the best estimate.,closed choice,grade6,natural science,units-and-measurement,Flip-to-correct,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a caterpillar is 24 millimeters.
24 centimeters, 24 meters, and 24 kilometers are all too long.",D,0,D,A,Reasoning:A caterpillar is 24 millimeters long. The final answer: (A).,A caterpillar is 24 millimeters long.,A,1
7275,,How long is a rowboat?,"['3 centimeters', '3 kilometers', '3 meters', '3 millimeters']",2,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Incorrect–Incorrect,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a rowboat is 3 meters.
3 millimeters and 3 centimeters are too short. 3 kilometers is too long.",(D),0,D,C,Reasoning:The length of a rowboat is 3 millimeters. The final answer: (A).,The length of a rowboat is 3 millimeters.,A,0
10959,,How long is a sunflower seed?,"['10 meters', '10 centimeters', '10 kilometers', '10 millimeters']",3,Select the best estimate.,closed choice,grade6,natural science,units-and-measurement,Correct–Correct,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a sunflower seed is 10 millimeters.
10 centimeters, 10 meters, and 10 kilometers are all too long.",D,1,D,D,Reasoning:A sunflower seed has a length of 10 millimeters. The final answer: (D).,A sunflower seed has a length of 10 millimeters.,D,1
11593,,Select the part whose main job is to break down sugar to release energy that a plant cell can use.,"['endoplasmic reticulum', 'chloroplasts', 'mitochondria', 'vacuole']",2,,closed choice,grade7,natural science,biology,Incorrect–Incorrect,Identify functions of plant cell parts,"Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow.
Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells:
Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities.
The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostly of hereditary material called DNA. DNA contains information that the cell uses for growth and activities. These instructions tell ribosomes how to build molecules called proteins, which make up cell structures and help chemical reactions happen in the cell.
The endoplasmic reticulum is an organelle that helps ribosomes build proteins. The nucleus sends instructions for making proteins to ribosomes. Ribosomes can attach to the endoplamic reticulum. The endoplasmic reticulum and ribosomes use these instructions to make proteins that the cell needs to survive and grow.
After proteins are made in the endoplasmic reticulum, they can be transferred to the Golgi. The Golgi is an organelle made up of flat, stacked membranes. The Golgi sorts and packages proteins and other substances. Then, the Golgi sends these substances to different parts of the cell. Some of these substances are sent to the cell membrane and released from the cell.
In plant cells, the vacuole stores waste, water, and nutrients such as sugar. Most plant cells have one vacuole.
Other cell parts are not surrounded by their own membranes. These cell parts are not organelles.
The cell wall is the cell's tough outer covering. It gives the cell strength and stiffness and helps the cell keep its shape.
On the inside of the cell wall is a thin layer called the cell membrane. This layer is a membrane, but it does not have a membrane surrounding it, so it is not an organelle. The cell membrane controls which substances enter and leave the cell.
The cytoplasm is a thick liquid that fills the space inside the cell. The cytoplasm also helps the cell keep its shape and supports the other cell parts.",Mitochondria break down sugar to release energy that the cell can use. Plant and animal cells usually have many mitochondria.,endoplasmic ,0,,C,Reasoning:Endoplasmic reticulum breaks down sugar to release energy that a plant cell can use. The final answer: (A).,Endoplasmic reticulum breaks down sugar to release energy that a plant cell can use.,A,0
2208,,"Which type of sentence is this?
Leonardo da Vinci, who was a renowned painter and sculptor, was also an inventor and scientist.","['compound', 'complex', 'compound-complex', 'simple']",1,,closed choice,grade10,language science,grammar,Flip-to-correct,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is complex. It is made up of an independent clause and a dependent clause. The dependent clause begins with the relative pronoun who.
Leonardo da Vinci, who was a renowned painter and sculptor, was also an inventor and scientist.",(A),0,A,B,Reasoning:Leonardo da Vinci was a painter and sculptor. He was also an inventor and scientist. The final answer: (B).,Leonardo da Vinci was a painter and sculptor. He was also an inventor and scientist.,B,1
8202,,"What do these two changes have in common?
water evaporating from a puddle
burning a piece of wood","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",2,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Water evaporating from a puddle is a change of state. So, it is a physical change. The liquid changes into a gas, but a different type of matter is not formed.
Burning a piece of wood is a chemical change. When the wood burns, the type of matter in it changes. The wood turns black and gives off smoke.
Step 2: Look at each answer choice.
Both are only physical changes.
Water evaporating is a physical change. But burning wood does not.
Both are chemical changes.
Burning a piece of wood is a chemical change. But water evaporating from a puddle is not.
Both are caused by heating.
Both changes are caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,C,Reasoning:Water evaporating from a puddle burning a piece of wood can be both chemical and physical. The final answer: (A).,Water evaporating from a puddle burning a piece of wood can be both chemical and physical.,A,0
4073,,Select the bird.,"['western gorilla', 'red crowned crane', 'Asian elephant', 'giraffe']",1,,closed choice,grade5,natural science,biology,Correct–Correct,"Identify mammals, birds, fish, reptiles, and amphibians","Birds have feathers, two wings, and a beak.","An Asian elephant is a mammal. It has hair and feeds its young milk.
Elephants live in groups called herds. The oldest female in the herd is usually the leader.
A giraffe is a mammal. It has hair and feeds its young milk.
Giraffes eat mostly leaves that are too high up for other animals to reach.
A red crowned crane is a bird. It has feathers, two wings, and a beak.
Cranes wade in shallow water to look for food. Cranes eat insects, worms, and plants.
A western gorilla is a mammal. It has fur and feeds its young milk.
Gorillas live in groups called troops. The largest male in the troop is usually the leader.",B,1,B,B,Reasoning:Red crowned crane is a species of bird. The final answer: (B).,Red crowned crane is a species of bird.,B,1
12215,,Which word is not like the others?,"['under', 'behind', 'over', 'thing']",3,,closed choice,grade1,language science,vocabulary,Incorrect–Incorrect,Which word is not like the others?,"Some words are alike. They go together in a group.
Red, blue, and green go together. They are colors.
Mom, dad, grandma, and grandpa go together. They are people in a family.","Behind, under, and over go together. They are words that tell where. Thing is not a word that tells where, so it is not like the other words.",B,0,B,D,"Reasoning:The word behind is not like the others. Thus, the final answer is (B).",,,0
9211,,"What do these two changes have in common?
knitting yarn into a scarf
dew appearing on grass in the morning","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are chemical changes.', 'Both are caused by heating.']",0,,closed choice,grade8,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Knitting yarn into a scarf is a physical change. The yarn gets a different shape, but it is still made of the same type of matter.
Dew appearing on grass in the morning is a change of state. So, it is a physical change. Water vapor in the air touches the cool grass and becomes liquid.
The water vapor changes state to become dew, but it is still made of water. A different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Dew appears when water vapor in the air condenses into a liquid on the grass. This is caused by cooling. But knitting yarn is not.",(D),0,D,A,Reasoning:A chemical change occurs when a substance is heated. The temperature of the substance increases with the temperature of the water. The temperature of the substance decreases with the temperature of the water. The final answer: (C).,A chemical change occurs when a substance is heated. The temperature of the substance increases with the temperature of the water. The temperature of the substance decreases with the temperature of the water.,C,0
