,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,baseline_result,correct/incorrect,predicted_letter,gold_letter,CoT_result,reasoning,predicted_letter_CoT,correct/incorrect_CoT
11136,,"What do these two changes have in common?
water evaporating from a lake
mixing sand and gravel","['Both are caused by cooling.', 'Both are chemical changes.', 'Both are caused by heating.', 'Both are only physical changes.']",3,,closed choice,grade4,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Water evaporating from a lake is a change of state. So, it is a physical change. The liquid changes into a gas, but a different type of matter is not formed.
Mixing sand and gravel is a physical change. Together, the sand and gravel make a mixture. But making this mixture does not form a different type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Water evaporating is caused by heating. But mixing sand and gravel is not.
Both are caused by cooling.
Neither change is caused by cooling.",(B),0,B,D,Reasoning:Water evaporating from a lake mixes sand and gravel. The final answer: (B).,Water evaporating from a lake mixes sand and gravel.,B,0
9450,,Select the vertebrate.,"['saturn butterfly', 'metallic tarantula', 'sunfish', 'weaver ant']",2,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade5,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A saturn butterfly is an insect. Like other insects, a saturn butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton.
A weaver ant is an insect. Like other insects, a weaver ant is an invertebrate. It does not have a backbone. It has an exoskeleton.
A sunfish is a fish. Like other fish, a sunfish is a vertebrate. It has a backbone.
Like other tarantulas, a metallic tarantula is an invertebrate. It does not have a backbone. It has an exoskeleton.",(A),0,A,C,Reasoning:Vertebrates are the only vertebrates. Sunfish is a sunfish. The final answer: (A).,Vertebrates are the only vertebrates. Sunfish is a sunfish.,A,0
12617,,"Which type of sentence is this?
An avid reader, Jared attends weekly book club meetings, and he finishes several novels every month.","['simple', 'compound-complex', 'complex', 'compound']",3,,closed choice,grade11,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is compound. It is made up of two independent clauses joined by the coordinating conjunction and.
An avid reader, Jared attends weekly book club meetings, and he finishes several novels every month.",Jared is an avid,0,,D,Reasoning:Jared is an avid reader and attends weekly book club meetings. He finishes several novels every month. The final answer: (C).,Jared is an avid reader and attends weekly book club meetings. He finishes several novels every month.,C,0
6016,,"What do these two changes have in common?
burning food on a stove
an iceberg melting slowly","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",2,,closed choice,grade4,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Burning food on a stove is a chemical change. When the food burns, the type of matter in it changes. The food turns black and gives off smoke.
An iceberg melting is a change of state. So, it is a physical change. An iceberg is made of frozen water. As it melts, the water changes from a solid to a liquid. But a different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
An iceberg melting is a physical change. But burning food on a stove is not.
Both are chemical changes.
Burning food on a stove is a chemical change. But an iceberg melting is not.
Both are caused by heating.
Both changes are caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,C,Reasoning:Burning food on a stove causes an iceberg to melt slowly. The final answer: (A).,Burning food on a stove causes an iceberg to melt slowly.,A,0
12344,,"What do these two changes have in common?
filtering air to remove dust and pollen
pouring milk on oatmeal","['Both are caused by heating.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are chemical changes.']",2,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Filtering air to remove dust and pollen is a physical change. The air flows through the filter, and the pollen and dust stay behind. This separates the mixture of air, pollen, and dust. But separating a mixture does not form a different type of matter.
Pouring milk on oatmeal is a physical change. The oatmeal and milk form a creamy mixture. But making this mixture does not form a different type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,C,Reasoning:Filtering air to remove dust and pollen is the same as pouring milk on oatmeal. The final answer: (D).,Filtering air to remove dust and pollen is the same as pouring milk on oatmeal.,D,0
4117,,Select the vertebrate.,"['comet moth', 'orb weaver', 'carp', 'earthworm']",2,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade4,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","Like other spiders, an orb weaver is an invertebrate. It does not have a backbone. It has an exoskeleton.
A carp is a fish. Like other fish, a carp is a vertebrate. It has a backbone.
An earthworm is a worm. Like other worms, an earthworm is an invertebrate. It does not have a backbone. It has a soft body.
A comet moth is an insect. Like other insects, a comet moth is an invertebrate. It does not have a backbone. It has an exoskeleton.",(D),0,D,C,Reasoning:Vertebrates are a group of living organisms. Orb weaver is a vertebrate. The final answer: (B).,Vertebrates are a group of living organisms. Orb weaver is a vertebrate.,B,0
11146,,"What do these two changes have in common?
pouring milk on oatmeal
cracking open a peanut","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are caused by heating.', 'Both are chemical changes.']",0,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Pouring milk on oatmeal is a physical change. The oatmeal and milk form a creamy mixture. But making this mixture does not form a different type of matter.
Cracking open a peanut is a physical change. The peanut shell breaks and the peanut falls out. Both are still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,A,Reasoning:Pouring milk on oatmeal and cracking open a peanut are both chemical changes. The final answer: (D).,Pouring milk on oatmeal and cracking open a peanut are both chemical changes.,D,0
9391,,Select the action that doesn't belong.,"['cut', 'shampoo', 'style', 'boil']",3,,closed choice,grade5,language science,vocabulary,Incorrect–Incorrect,Select the words that don't belong,,"Boil doesn't belong.
Shampoo, cut, and style all describe things you do to hair.",B,0,B,D,Reasoning:The action that doesn't belong is cut. The action that doesn't belong is style. The final answer: (B).,The action that doesn't belong is cut. The action that doesn't belong is style.,B,0
7275,,How long is a rowboat?,"['3 centimeters', '3 kilometers', '3 meters', '3 millimeters']",2,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Incorrect–Incorrect,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a rowboat is 3 meters.
3 millimeters and 3 centimeters are too short. 3 kilometers is too long.",(D),0,D,C,Reasoning:The length of a rowboat is 3 millimeters. The final answer: (A).,The length of a rowboat is 3 millimeters.,A,0
11593,,Select the part whose main job is to break down sugar to release energy that a plant cell can use.,"['endoplasmic reticulum', 'chloroplasts', 'mitochondria', 'vacuole']",2,,closed choice,grade7,natural science,biology,Incorrect–Incorrect,Identify functions of plant cell parts,"Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow.
Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells:
Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities.
The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostly of hereditary material called DNA. DNA contains information that the cell uses for growth and activities. These instructions tell ribosomes how to build molecules called proteins, which make up cell structures and help chemical reactions happen in the cell.
The endoplasmic reticulum is an organelle that helps ribosomes build proteins. The nucleus sends instructions for making proteins to ribosomes. Ribosomes can attach to the endoplamic reticulum. The endoplasmic reticulum and ribosomes use these instructions to make proteins that the cell needs to survive and grow.
After proteins are made in the endoplasmic reticulum, they can be transferred to the Golgi. The Golgi is an organelle made up of flat, stacked membranes. The Golgi sorts and packages proteins and other substances. Then, the Golgi sends these substances to different parts of the cell. Some of these substances are sent to the cell membrane and released from the cell.
In plant cells, the vacuole stores waste, water, and nutrients such as sugar. Most plant cells have one vacuole.
Other cell parts are not surrounded by their own membranes. These cell parts are not organelles.
The cell wall is the cell's tough outer covering. It gives the cell strength and stiffness and helps the cell keep its shape.
On the inside of the cell wall is a thin layer called the cell membrane. This layer is a membrane, but it does not have a membrane surrounding it, so it is not an organelle. The cell membrane controls which substances enter and leave the cell.
The cytoplasm is a thick liquid that fills the space inside the cell. The cytoplasm also helps the cell keep its shape and supports the other cell parts.",Mitochondria break down sugar to release energy that the cell can use. Plant and animal cells usually have many mitochondria.,endoplasmic ,0,,C,Reasoning:Endoplasmic reticulum breaks down sugar to release energy that a plant cell can use. The final answer: (A).,Endoplasmic reticulum breaks down sugar to release energy that a plant cell can use.,A,0
8202,,"What do these two changes have in common?
water evaporating from a puddle
burning a piece of wood","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",2,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Water evaporating from a puddle is a change of state. So, it is a physical change. The liquid changes into a gas, but a different type of matter is not formed.
Burning a piece of wood is a chemical change. When the wood burns, the type of matter in it changes. The wood turns black and gives off smoke.
Step 2: Look at each answer choice.
Both are only physical changes.
Water evaporating is a physical change. But burning wood does not.
Both are chemical changes.
Burning a piece of wood is a chemical change. But water evaporating from a puddle is not.
Both are caused by heating.
Both changes are caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,C,Reasoning:Water evaporating from a puddle burning a piece of wood can be both chemical and physical. The final answer: (A).,Water evaporating from a puddle burning a piece of wood can be both chemical and physical.,A,0
12215,,Which word is not like the others?,"['under', 'behind', 'over', 'thing']",3,,closed choice,grade1,language science,vocabulary,Incorrect–Incorrect,Which word is not like the others?,"Some words are alike. They go together in a group.
Red, blue, and green go together. They are colors.
Mom, dad, grandma, and grandpa go together. They are people in a family.","Behind, under, and over go together. They are words that tell where. Thing is not a word that tells where, so it is not like the other words.",B,0,B,D,"Reasoning:The word behind is not like the others. Thus, the final answer is (B).",,,0
9211,,"What do these two changes have in common?
knitting yarn into a scarf
dew appearing on grass in the morning","['Both are only physical changes.', 'Both are caused by cooling.', 'Both are chemical changes.', 'Both are caused by heating.']",0,,closed choice,grade8,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Knitting yarn into a scarf is a physical change. The yarn gets a different shape, but it is still made of the same type of matter.
Dew appearing on grass in the morning is a change of state. So, it is a physical change. Water vapor in the air touches the cool grass and becomes liquid.
The water vapor changes state to become dew, but it is still made of water. A different type of matter is not formed.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Dew appears when water vapor in the air condenses into a liquid on the grass. This is caused by cooling. But knitting yarn is not.",(D),0,D,A,Reasoning:A chemical change occurs when a substance is heated. The temperature of the substance increases with the temperature of the water. The temperature of the substance decreases with the temperature of the water. The final answer: (C).,A chemical change occurs when a substance is heated. The temperature of the substance increases with the temperature of the water. The temperature of the substance decreases with the temperature of the water.,C,0
8935,,How long is an adult great white shark?,"['5 inches', '5 miles', '5 yards', '5 feet']",2,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Incorrect–Incorrect,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of an adult great white shark is 5 yards.
5 inches and 5 feet are too short. 5 miles is too long.",D,0,D,C,Reasoning:Adult great white shark has a length of 5 inches. The final answer: (A).,Adult great white shark has a length of 5 inches.,A,0
10851,,Select the solid.,"['caramel sauce', 'coffee', 'air from a hair dryer', 'ring']",3,,closed choice,grade3,natural science,physics,Incorrect–Incorrect,"Identify solids, liquids, and gases","Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","Caramel sauce is a liquid. A liquid takes the shape of any container it is in. If you pour caramel sauce into a container, the caramel sauce will take the shape of that container. But the caramel sauce will still take up the same amount of space.
Coffee is a liquid. A liquid takes the shape of any container it is in. If you pour coffee into a different container, the coffee will take the shape of that container. But the coffee will still take up the same amount of space.
A ring is a solid. A solid has a size and shape of its own. A ring keeps its shape, even when you take it off your finger.
The air from a hair dryer is a gas. A gas expands to fill a space. A hair dryer uses a fan to blow warm air out. When the air leaves the hair dryer, the air expands to fill a much large space.",A,0,A,D,Reasoning:Caramel sauce is a solid. The final answer: (A).,Caramel sauce is a solid.,A,0
5570,,When is Thanksgiving celebrated in the United States?,"['on January 12', 'on the second Sunday of September', 'on the fourth Thursday of November', 'on December 5']",2,,closed choice,grade2,social science,civics,Incorrect–Incorrect,Thanksgiving,,"This is a symbol of the harvest. It shows fruits and vegetables that are picked in the fall.
In the United States, Thanksgiving is celebrated on the fourth Thursday of November.
In the past, Thanksgiving celebrated the harvest. It celebrated the food that was picked in the fall. So, Thanksgiving is celebrated in the fall, too.",(B),0,B,C,Reasoning:Thanksgiving is celebrated on the second Sunday of September. The final answer: (B).,Thanksgiving is celebrated on the second Sunday of September.,B,0
1412,,"Which type of sentence is this?
Joe took several incredible panoramic photographs of the sweeping view from the top of Table Mountain.","['compound-complex', 'compound', 'simple', 'complex']",2,,closed choice,grade7,language science,grammar,Incorrect–Incorrect,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is simple. It is a single independent clause.
Joe took several incredible panoramic photographs of the sweeping view from the top of Table Mountain.",(D),0,D,C,Reasoning:Table Mountain is a mountain. Panoramic photographs can be taken in many ways. The final answer: (D).,Table Mountain is a mountain. Panoramic photographs can be taken in many ways.,D,0
10664,,Select the mammal.,"['California toad', 'gray crowned crane', 'giraffe', 'western rattlesnake']",2,,closed choice,grade5,natural science,biology,Incorrect–Incorrect,"Identify mammals, birds, fish, reptiles, and amphibians",Mammals have hair or fur and feed their young milk.,"A gray crowned crane is a bird. It has feathers, two wings, and a beak.
Cranes wade in shallow water to look for food. Cranes eat insects, worms, and plants.
A California toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.
A giraffe is a mammal. It has hair and feeds its young milk.
Giraffes eat mostly leaves that are too high up for other animals to reach.
A western rattlesnake is a reptile. It has scaly, waterproof skin.
Rattlesnakes have fangs they can use to inject venom into their prey.",California toad,0,,C,Reasoning:California toad is a mammal. The final answer: (A).,California toad is a mammal.,A,0
7649,,Select the vertebrate.,"['bess beetle', 'Caribbean reef octopus', 'tiger', 'metallic tarantula']",2,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade5,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A tiger is a mammal. Like other mammals, a tiger is a vertebrate. It has a backbone.
A bess beetle is an insect. Like other insects, a bess beetle is an invertebrate. It does not have a backbone. It has an exoskeleton.
Like other octopuses, a Caribbean reef octopus is an invertebrate. It does not have a backbone. It has a soft body.
Like other tarantulas, a metallic tarantula is an invertebrate. It does not have a backbone. It has an exoskeleton.",bess bee,0,,C,Reasoning:Vertebrates are a group of vertebrates. The final answer: (B).,Vertebrates are a group of vertebrates.,B,0
8167,,Is the student text plagiarized?,"['Yes, because it fails to use quotation marks.', 'No, it is not plagiarized.', 'Yes, because it fails to cite the source.', 'Yes, because it fails to use quotation marks and fails to cite the source.']",2,"Compare the student text with the source.
Source: Bob Brooke, ""Oregon Trail: Wagon Tracks West."" Published in Wild West Apr. 2000.
Between 1841 and 1866 about 350,000 people used what had become the most famous wagon route across America. It is no wonder that, in places, ruts along the Oregon Trail are still visible today.
Student text:
Ruts from wagon wheels are still visible in the Oregon Trail today, which is not surprising given that ""between 1841 and 1866 about 350,000 people used what had become the most famous wagon route across America.""",closed choice,grade11,language science,writing-strategies,Incorrect–Incorrect,Identify plagiarism,"Plagiarism is the act of taking another person's work or ideas and presenting them as your own, either accidentally or on purpose. When you use an outside source in your own writing, you should make sure to cite the source in order to avoid plagiarism. Consider the following source:
Fisher, Goddu, and Keil, ""Searching for Explanations: How the Internet Inflates Estimates of Internal Knowledge."" Copyright 2015 by the American Psychological Association
The results of these experiments suggest that searching the Internet may cause a systematic failure to recognize the extent to which we rely on outsourced knowledge. Searching for explanations on the Internet inflates self-assessed knowledge in unrelated domains.
If you use a direct quotation in your writing, you must use quotation marks around the exact words that were copied from the source, in addition to citing the source.
Researchers have found that relying on the Internet for information may cause a systematic failure to recognize the extent to which we rely on outsourced knowledge.
This sentence is plagiarized because it uses the source's exact words without quotation marks and without properly citing the source.
Researchers have found that relying on the Internet for information ""may cause a systematic failure to recognize the extent to which we rely on outsourced knowledge"" (Fisher, Goddu, and Keil).
If you paraphrase a source, or put a source's ideas into your own words, you must still cite the source. Even if properly cited, a paraphrase that is too similar to the source in wording or sentence structure is still considered plagiarized.
According to Fisher, Goddu, and Keil, searching the Internet can lead to a regular failure to perceive the extent to which we rely on outside knowledge.
This sentence is plagiarized because it is an insufficient paraphrase. Even though it is properly cited, it borrows too much of the source's wording and sentence structure.
According to Fisher, Goddu, and Keil, relying on the Internet to look up information can make it difficult for us to estimate how much of our knowledge comes from internal versus external sources.
There are different rules about how to format citations, such as when to include page numbers for print sources. Check a style guide, such as the Modern Language Association (MLA) Handbook, for a complete list of these rules.","The student text is plagiarized. Although it uses quotation marks around the source's exact words, it fails to cite the source.
Ruts from wagon wheels are still visible in the Oregon Trail today, which is not surprising given that ""between 1841 and 1866 about 350,000 people used what had become the most famous wagon route across America.""
Source: Bob Brooke, ""Oregon Trail: Wagon Tracks West."" Published in Wild West Apr. 2000.
Between 1841 and 1866 about 350,000 people used what had become the most famous wagon route across America. It is no wonder that, in places, ruts along the Oregon Trail are still visible today.",(B),0,B,C,"Reasoning:The student text fails to use quotation marks and fails to cite the source. Therefore, the final answer is (B).",,,0
